instrument,exchange,tm,value,type,timeinterval
BTCUSD_PERP,binance,2022/2/16 23:33,8404517,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:33,77084.768,,minutes
BTCUSDT,binance,2022/2/16 23:32,77089.866,,minutes
BTCUSD_PERP,binance,2022/2/16 23:32,8402255,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:31,8399153,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:31,77089.36,,minutes
BTCUSDT,binance,2022/2/16 23:30,77073.833,,minutes
BTCUSD_PERP,binance,2022/2/16 23:30,8395946,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:29,8394275,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:29,77064.693,,minutes
BTCUSDT,binance,2022/2/16 23:28,77060.821,,minutes
BTCUSD_PERP,binance,2022/2/16 23:28,8394204,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:27,8393470,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:27,77057.228,,minutes
BTCUSDT,binance,2022/2/16 23:26,77050.384,,minutes
BTCUSD_PERP,binance,2022/2/16 23:26,8384304,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:25,8384002,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:25,77036.234,,minutes
BTCUSDT,binance,2022/2/16 23:24,77027.533,,minutes
BTCUSD_PERP,binance,2022/2/16 23:24,8383364,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:23,8383299,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:23,77029.194,,minutes
BTCUSDT,binance,2022/2/16 23:22,77004.772,,minutes
BTCUSD_PERP,binance,2022/2/16 23:22,8383525,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:21,8379861,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:21,76990.801,,minutes
BTCUSDT,binance,2022/2/16 23:20,76975.359,,minutes
BTCUSD_PERP,binance,2022/2/16 23:20,8378714,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:19,8380041,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:19,76973.762,,minutes
BTCUSDT,binance,2022/2/16 23:18,76972.039,,minutes
BTCUSD_PERP,binance,2022/2/16 23:18,8380790,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:17,8380502,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:17,76981.461,,minutes
BTCUSDT,binance,2022/2/16 23:16,76970.648,,minutes
BTCUSD_PERP,binance,2022/2/16 23:16,8377601,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:15,8378265,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:15,76965.102,,minutes
BTCUSDT,binance,2022/2/16 23:14,76966.139,,minutes
BTCUSD_PERP,binance,2022/2/16 23:14,8378594,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:13,8381023,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:13,76959.462,,minutes
BTCUSD_PERP,binance,2022/2/16 23:12,8379577,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:12,76930.59,,minutes
BTCUSDT,binance,2022/2/16 23:11,76912.75,,minutes
BTCUSD_PERP,binance,2022/2/16 23:11,8379285,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:10,8378648,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:10,76905.85,,minutes
BTCUSDT,binance,2022/2/16 23:09,76891.624,,minutes
BTCUSD_PERP,binance,2022/2/16 23:09,8377424,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:08,8377317,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:08,76892.969,,minutes
BTCUSDT,binance,2022/2/16 23:07,76894.565,,minutes
BTCUSD_PERP,binance,2022/2/16 23:07,8376902,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:06,8374920,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:06,76882.126,,minutes
BTCUSDT,binance,2022/2/16 23:05,76877.571,,minutes
BTCUSD_PERP,binance,2022/2/16 23:05,8375581,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:04,8377211,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:04,76880.078,,minutes
BTCUSDT,binance,2022/2/16 23:03,76881.628,,minutes
BTCUSD_PERP,binance,2022/2/16 23:03,8379537,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:02,8379601,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:02,76862.677,,minutes
BTCUSDT,binance,2022/2/16 23:01,76848.259,,minutes
BTCUSD_PERP,binance,2022/2/16 23:01,8376537,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:00,8377245,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:00,76859.856,,minutes
BTCUSDT,binance,2022/2/16 22:59,76841.591,,minutes
BTCUSD_PERP,binance,2022/2/16 22:59,8380151,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:58,8372827,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:58,76847.709,,minutes
BTCUSDT,binance,2022/2/16 22:57,76843.824,,minutes
BTCUSD_PERP,binance,2022/2/16 22:57,8373040,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:56,8373128,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:56,76843.932,,minutes
BTCUSDT,binance,2022/2/16 22:55,76852.436,,minutes
BTCUSD_PERP,binance,2022/2/16 22:55,8372886,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:54,8372722,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:54,76852.558,,minutes
BTCUSDT,binance,2022/2/16 22:53,76852.661,,minutes
BTCUSD_PERP,binance,2022/2/16 22:53,8374186,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:52,8377643,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:52,76849.766,,minutes
BTCUSDT,binance,2022/2/16 22:51,76836.399,,minutes
BTCUSD_PERP,binance,2022/2/16 22:51,8378309,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:50,8378599,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:50,76802.984,,minutes
BTCUSDT,binance,2022/2/16 22:49,76820.639,,minutes
BTCUSD_PERP,binance,2022/2/16 22:49,8377452,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:48,8378855,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:48,76823.911,,minutes
BTCUSDT,binance,2022/2/16 22:47,76814.082,,minutes
BTCUSD_PERP,binance,2022/2/16 22:47,8378281,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:46,8377227,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:46,76773.327,,minutes
BTCUSDT,binance,2022/2/16 22:45,76771.938,,minutes
BTCUSD_PERP,binance,2022/2/16 22:45,8377462,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:44,8376275,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:44,76773.731,,minutes
BTCUSDT,binance,2022/2/16 22:43,76767.224,,minutes
BTCUSD_PERP,binance,2022/2/16 22:43,8378932,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:42,8378258,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:42,76761.037,,minutes
BTCUSDT,binance,2022/2/16 22:41,76759.102,,minutes
BTCUSD_PERP,binance,2022/2/16 22:41,8377580,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:40,8376060,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:40,76773.366,,minutes
BTCUSDT,binance,2022/2/16 22:39,76771.101,,minutes
BTCUSD_PERP,binance,2022/2/16 22:39,8376233,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:38,76771.925,,minutes
BTCUSD_PERP,binance,2022/2/16 22:38,8378540,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:37,8377824,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:37,76772.617,,minutes
BTCUSDT,binance,2022/2/16 22:36,76771.035,,minutes
BTCUSD_PERP,binance,2022/2/16 22:36,8377882,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:35,76805.672,,minutes
BTCUSD_PERP,binance,2022/2/16 22:35,8377708,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:34,76853.391,,minutes
BTCUSD_PERP,binance,2022/2/16 22:34,8375485,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:33,76838.918,,minutes
BTCUSD_PERP,binance,2022/2/16 22:33,8376915,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:32,76832.345,,minutes
BTCUSD_PERP,binance,2022/2/16 22:32,8390576,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:31,76822.435,,minutes
BTCUSD_PERP,binance,2022/2/16 22:31,8390521,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:30,76787.457,,minutes
BTCUSD_PERP,binance,2022/2/16 22:30,8389440,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:29,8389440,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:29,76776.699,,minutes
BTCUSDT,binance,2022/2/16 22:28,76751.185,,minutes
BTCUSD_PERP,binance,2022/2/16 22:28,8392158,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:27,76761.113,,minutes
BTCUSD_PERP,binance,2022/2/16 22:27,8396423,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:26,8397253,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:26,76745.734,,minutes
BTCUSD_PERP,binance,2022/2/16 22:25,8399007,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:25,76749.858,,minutes
BTCUSDT,binance,2022/2/16 22:24,76746.982,,minutes
BTCUSD_PERP,binance,2022/2/16 22:24,8401590,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:23,8406520,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:23,76818.935,,minutes
BTCUSDT,binance,2022/2/16 22:22,76830.524,,minutes
BTCUSD_PERP,binance,2022/2/16 22:22,8410740,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:21,8412255,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:21,76828.39,,minutes
BTCUSDT,binance,2022/2/16 22:20,76829.696,,minutes
BTCUSD_PERP,binance,2022/2/16 22:20,8413513,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:19,8413498,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:19,76824.869,,minutes
BTCUSD_PERP,binance,2022/2/16 22:18,8414323,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:18,76820.114,,minutes
BTCUSDT,binance,2022/2/16 22:17,76815.493,,minutes
BTCUSD_PERP,binance,2022/2/16 22:17,8414325,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:16,76802.008,,minutes
BTCUSD_PERP,binance,2022/2/16 22:16,8413778,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:15,8418378,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:15,76828.097,,minutes
BTCUSD_PERP,binance,2022/2/16 22:14,8417996,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:14,76819.233,,minutes
BTCUSD_PERP,binance,2022/2/16 22:13,8417900,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:13,76816.524,,minutes
BTCUSD_PERP,binance,2022/2/16 22:12,8421605,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:12,76808.234,,minutes
BTCUSDT,binance,2022/2/16 22:11,76810.521,,minutes
BTCUSD_PERP,binance,2022/2/16 22:11,8421819,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:10,76813.915,,minutes
BTCUSD_PERP,binance,2022/2/16 22:10,8421744,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:09,8421414,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:09,76811.525,,minutes
BTCUSDT,binance,2022/2/16 22:08,76822.847,,minutes
BTCUSD_PERP,binance,2022/2/16 22:08,8425706,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:07,76827.365,,minutes
BTCUSD_PERP,binance,2022/2/16 22:07,8428283,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:06,8429410,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:06,76811.625,,minutes
BTCUSDT,binance,2022/2/16 22:05,76778.888,,minutes
BTCUSD_PERP,binance,2022/2/16 22:05,8424487,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:04,8426394,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:04,76788.365,,minutes
BTCUSDT,binance,2022/2/16 22:03,76794.608,,minutes
BTCUSD_PERP,binance,2022/2/16 22:03,8428822,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:02,76778.735,,minutes
BTCUSD_PERP,binance,2022/2/16 22:02,8428563,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 22:01,8428810,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:01,76739.674,,minutes
BTCUSD_PERP,binance,2022/2/16 22:00,8429779,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 22:00,76752.424,,minutes
BTCUSDT,binance,2022/2/16 21:59,76723.016,,minutes
BTCUSD_PERP,binance,2022/2/16 21:59,8430105,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:58,76748.781,,minutes
BTCUSD_PERP,binance,2022/2/16 21:58,8431194,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:57,76814.887,,minutes
BTCUSD_PERP,binance,2022/2/16 21:57,8432896,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:56,76807.981,,minutes
BTCUSD_PERP,binance,2022/2/16 21:56,8434788,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:55,76790.945,,minutes
BTCUSD_PERP,binance,2022/2/16 21:55,8435224,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:54,76786.326,,minutes
BTCUSD_PERP,binance,2022/2/16 21:54,8434494,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:53,76808.539,,minutes
BTCUSD_PERP,binance,2022/2/16 21:53,8437909,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:52,76805.155,,minutes
BTCUSD_PERP,binance,2022/2/16 21:52,8439130,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:51,76822.387,,minutes
BTCUSD_PERP,binance,2022/2/16 21:51,8443110,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:50,8443666,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:50,76804.99,,minutes
BTCUSD_PERP,binance,2022/2/16 21:49,8443903,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:49,76790.307,,minutes
BTCUSDT,binance,2022/2/16 21:48,76787.804,,minutes
BTCUSD_PERP,binance,2022/2/16 21:48,8442069,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:47,8442156,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:47,76791.802,,minutes
BTCUSD_PERP,binance,2022/2/16 21:46,8439053,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:46,76784.316,,minutes
BTCUSDT,binance,2022/2/16 21:45,76787.431,,minutes
BTCUSD_PERP,binance,2022/2/16 21:45,8443453,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:44,76873.734,,minutes
BTCUSD_PERP,binance,2022/2/16 21:44,8438850,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:43,76859.029,,minutes
BTCUSD_PERP,binance,2022/2/16 21:43,8437632,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:42,76889.755,,minutes
BTCUSD_PERP,binance,2022/2/16 21:42,8441002,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:41,8444399,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:41,76887.76,,minutes
BTCUSDT,binance,2022/2/16 21:40,76883.851,,minutes
BTCUSD_PERP,binance,2022/2/16 21:40,8444345,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:39,8443982,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:39,76878.023,,minutes
BTCUSD_PERP,binance,2022/2/16 21:38,8441951,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:38,76878.614,,minutes
BTCUSD_PERP,binance,2022/2/16 21:37,8445972,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:37,76870.508,,minutes
BTCUSDT,binance,2022/2/16 21:36,76876.232,,minutes
BTCUSD_PERP,binance,2022/2/16 21:36,8444669,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:35,76873.65,,minutes
BTCUSD_PERP,binance,2022/2/16 21:35,8444777,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:34,76879.31,,minutes
BTCUSD_PERP,binance,2022/2/16 21:34,8444827,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:33,76878.885,,minutes
BTCUSD_PERP,binance,2022/2/16 21:33,8443171,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:32,76886.374,,minutes
BTCUSD_PERP,binance,2022/2/16 21:32,8442696,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:31,76892.34,,minutes
BTCUSD_PERP,binance,2022/2/16 21:31,8440585,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:30,76891.957,,minutes
BTCUSD_PERP,binance,2022/2/16 21:30,8445300,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:29,76887.704,,minutes
BTCUSD_PERP,binance,2022/2/16 21:29,8444776,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:28,8458513,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:28,76889.878,,minutes
BTCUSDT,binance,2022/2/16 21:27,76884.332,,minutes
BTCUSD_PERP,binance,2022/2/16 21:27,8459561,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:26,8459464,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:26,76880.024,,minutes
BTCUSD_PERP,binance,2022/2/16 21:25,8461150,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:25,76882.921,,minutes
BTCUSDT,binance,2022/2/16 21:24,76883.345,,minutes
BTCUSD_PERP,binance,2022/2/16 21:24,8474814,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:23,8474408,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:23,76883.018,,minutes
BTCUSDT,binance,2022/2/16 21:22,76884.257,,minutes
BTCUSD_PERP,binance,2022/2/16 21:22,8472842,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:21,8477046,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:21,76889.396,,minutes
BTCUSDT,binance,2022/2/16 21:20,76888.649,,minutes
BTCUSD_PERP,binance,2022/2/16 21:20,8475001,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:19,8474532,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:19,76933.294,,minutes
BTCUSDT,binance,2022/2/16 21:18,76918.136,,minutes
BTCUSD_PERP,binance,2022/2/16 21:18,8473671,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:17,8473882,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:17,76905.68,,minutes
BTCUSDT,binance,2022/2/16 21:16,76899.683,,minutes
BTCUSD_PERP,binance,2022/2/16 21:16,8476968,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:15,8473762,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:15,76916.026,,minutes
BTCUSDT,binance,2022/2/16 21:14,76904.833,,minutes
BTCUSD_PERP,binance,2022/2/16 21:14,8472647,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:13,8471446,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:13,76909.741,,minutes
BTCUSDT,binance,2022/2/16 21:12,76903.372,,minutes
BTCUSD_PERP,binance,2022/2/16 21:12,8470734,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:11,76899.618,,minutes
BTCUSD_PERP,binance,2022/2/16 21:11,8472173,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:10,76896.432,,minutes
BTCUSD_PERP,binance,2022/2/16 21:10,8469620,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:09,8469774,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:09,76903.19,,minutes
BTCUSDT,binance,2022/2/16 21:08,76903.67,,minutes
BTCUSD_PERP,binance,2022/2/16 21:08,8469528,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 21:07,8469260,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:07,76892.252,,minutes
BTCUSD_PERP,binance,2022/2/16 21:06,8469260,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:06,76902.194,,minutes
BTCUSDT,binance,2022/2/16 21:05,76909.514,,minutes
BTCUSD_PERP,binance,2022/2/16 21:05,8470498,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:04,76973.749,,minutes
BTCUSD_PERP,binance,2022/2/16 21:04,8485479,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:03,77004.034,,minutes
BTCUSD_PERP,binance,2022/2/16 21:03,8488975,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:02,77023.304,,minutes
BTCUSD_PERP,binance,2022/2/16 21:02,8494802,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:01,77038.301,,minutes
BTCUSD_PERP,binance,2022/2/16 21:01,8498060,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 21:00,77039.01,,minutes
BTCUSD_PERP,binance,2022/2/16 21:00,8497397,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:59,77035.664,,minutes
BTCUSD_PERP,binance,2022/2/16 20:59,8501884,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:58,77068.104,,minutes
BTCUSD_PERP,binance,2022/2/16 20:58,8515206,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:57,8512640,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:57,77040.801,,minutes
BTCUSDT,binance,2022/2/16 20:56,77039.638,,minutes
BTCUSD_PERP,binance,2022/2/16 20:56,8508349,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:55,77018.94,,minutes
BTCUSD_PERP,binance,2022/2/16 20:55,8512307,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:54,8495724,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:54,77013.448,,minutes
BTCUSDT,binance,2022/2/16 20:53,77050.341,,minutes
BTCUSD_PERP,binance,2022/2/16 20:53,8517964,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:52,77052.051,,minutes
BTCUSD_PERP,binance,2022/2/16 20:52,8519918,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:51,77046.634,,minutes
BTCUSD_PERP,binance,2022/2/16 20:51,8518975,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:50,8515804,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:50,77036.76,,minutes
BTCUSD_PERP,binance,2022/2/16 20:49,8521849,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:49,77039.084,,minutes
BTCUSDT,binance,2022/2/16 20:48,77043.855,,minutes
BTCUSD_PERP,binance,2022/2/16 20:48,8524714,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:47,77044.351,,minutes
BTCUSD_PERP,binance,2022/2/16 20:47,8523527,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:46,8525143,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:46,77048.045,,minutes
BTCUSDT,binance,2022/2/16 20:45,77060.13,,minutes
BTCUSD_PERP,binance,2022/2/16 20:45,8522734,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:44,8524405,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:44,77089.267,,minutes
BTCUSDT,binance,2022/2/16 20:43,77106.172,,minutes
BTCUSD_PERP,binance,2022/2/16 20:43,8527130,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:42,77119.592,,minutes
BTCUSD_PERP,binance,2022/2/16 20:42,8531642,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:41,8534788,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:41,77138.219,,minutes
BTCUSDT,binance,2022/2/16 20:40,77150.019,,minutes
BTCUSD_PERP,binance,2022/2/16 20:40,8536264,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:39,8537645,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:39,77153.568,,minutes
BTCUSDT,binance,2022/2/16 20:38,77159.502,,minutes
BTCUSD_PERP,binance,2022/2/16 20:38,8543252,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:37,77175.232,,minutes
BTCUSD_PERP,binance,2022/2/16 20:37,8544694,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:36,77173.983,,minutes
BTCUSD_PERP,binance,2022/2/16 20:36,8543198,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:35,77182.395,,minutes
BTCUSD_PERP,binance,2022/2/16 20:35,8528644,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:34,77188.458,,minutes
BTCUSD_PERP,binance,2022/2/16 20:34,8532083,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:33,8526426,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:33,77170.185,,minutes
BTCUSD_PERP,binance,2022/2/16 20:32,8527396,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:32,77167.943,,minutes
BTCUSDT,binance,2022/2/16 20:31,77146.077,,minutes
BTCUSD_PERP,binance,2022/2/16 20:31,8524896,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 20:30,8524473,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:30,77138.007,,minutes
BTCUSD_PERP,binance,2022/2/16 20:29,8523541,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:29,77151.709,,minutes
BTCUSDT,binance,2022/2/16 20:28,77140.623,,minutes
BTCUSD_PERP,binance,2022/2/16 20:28,8523484,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:27,77141.326,,minutes
BTCUSD_PERP,binance,2022/2/16 20:27,8525066,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:26,77136.676,,minutes
BTCUSD_PERP,binance,2022/2/16 20:26,8523684,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:25,77130.984,,minutes
BTCUSD_PERP,binance,2022/2/16 20:25,8525351,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:24,77125.718,,minutes
BTCUSD_PERP,binance,2022/2/16 20:24,8525338,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:23,77114.215,,minutes
BTCUSD_PERP,binance,2022/2/16 20:23,8528213,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 20:22,77129.546,,minutes
