instrument,exchange,tm,value,type,timeinterval
BTCUSDT,binance,2022/2/17 2:45,76239.039,,minutes
BTCUSDT,binance,2022/2/17 2:44,76276.656,,minutes
BTCUSD_PERP,binance,2022/2/17 2:44,8427781,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:43,8424673,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:43,76292.65,,minutes
BTCUSDT,binance,2022/2/17 2:42,76306.513,,minutes
BTCUSD_PERP,binance,2022/2/17 2:42,8415293,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:41,8413211,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:41,76315.327,,minutes
BTCUSDT,binance,2022/2/17 2:40,76318.793,,minutes
BTCUSD_PERP,binance,2022/2/17 2:40,8405710,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:39,8409492,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:39,76314.628,,minutes
BTCUSDT,binance,2022/2/17 2:38,76313.598,,minutes
BTCUSD_PERP,binance,2022/2/17 2:38,8412136,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:37,8411530,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:37,76278.411,,minutes
BTCUSDT,binance,2022/2/17 2:36,76282.579,,minutes
BTCUSD_PERP,binance,2022/2/17 2:36,8411179,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:35,8411236,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:35,76282.764,,minutes
BTCUSDT,binance,2022/2/17 2:34,76280.206,,minutes
BTCUSD_PERP,binance,2022/2/17 2:34,8410548,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:33,8413382,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:33,76286.018,,minutes
BTCUSDT,binance,2022/2/17 2:32,76280.958,,minutes
BTCUSD_PERP,binance,2022/2/17 2:32,8410381,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:31,8410453,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:31,76337.45,,minutes
BTCUSDT,binance,2022/2/17 2:30,76321.801,,minutes
BTCUSD_PERP,binance,2022/2/17 2:30,8406121,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:29,8405123,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:29,76317.67,,minutes
BTCUSDT,binance,2022/2/17 2:28,76314.939,,minutes
BTCUSD_PERP,binance,2022/2/17 2:28,8399775,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:27,8399468,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:27,76302.211,,minutes
BTCUSDT,binance,2022/2/17 2:26,76282.224,,minutes
BTCUSD_PERP,binance,2022/2/17 2:26,8400988,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:25,8395909,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:25,76264.64,,minutes
BTCUSDT,binance,2022/2/17 2:24,76277.903,,minutes
BTCUSD_PERP,binance,2022/2/17 2:24,8392732,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:23,8381629,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:23,76424.567,,minutes
BTCUSDT,binance,2022/2/17 2:22,76424.062,,minutes
BTCUSD_PERP,binance,2022/2/17 2:22,8382165,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:21,8382826,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:21,76422.816,,minutes
BTCUSDT,binance,2022/2/17 2:20,76372.761,,minutes
BTCUSD_PERP,binance,2022/2/17 2:20,8386504,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:19,8388025,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:19,76364.85,,minutes
BTCUSDT,binance,2022/2/17 2:18,76358.907,,minutes
BTCUSD_PERP,binance,2022/2/17 2:18,8402039,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:17,8400763,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:17,76382.005,,minutes
BTCUSDT,binance,2022/2/17 2:16,76389.429,,minutes
BTCUSD_PERP,binance,2022/2/17 2:16,8403437,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:15,8399478,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:15,76369.059,,minutes
BTCUSDT,binance,2022/2/17 2:14,76376.813,,minutes
BTCUSD_PERP,binance,2022/2/17 2:14,8398974,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:13,8399233,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:13,76375.851,,minutes
BTCUSDT,binance,2022/2/17 2:12,76368.822,,minutes
BTCUSD_PERP,binance,2022/2/17 2:12,8398892,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:11,8398826,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:11,76374.534,,minutes
BTCUSDT,binance,2022/2/17 2:10,76374.267,,minutes
BTCUSD_PERP,binance,2022/2/17 2:10,8398920,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:09,8398552,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:09,76376.325,,minutes
BTCUSDT,binance,2022/2/17 2:08,76370.095,,minutes
BTCUSD_PERP,binance,2022/2/17 2:08,8393401,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:07,8395883,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:07,76389.527,,minutes
BTCUSDT,binance,2022/2/17 2:06,76396.973,,minutes
BTCUSD_PERP,binance,2022/2/17 2:06,8395598,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:05,8397194,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:05,76390.045,,minutes
BTCUSDT,binance,2022/2/17 2:04,76392.938,,minutes
BTCUSD_PERP,binance,2022/2/17 2:04,8395296,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:03,8394409,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:03,76396.042,,minutes
BTCUSDT,binance,2022/2/17 2:02,76385.751,,minutes
BTCUSD_PERP,binance,2022/2/17 2:02,8394408,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 2:01,8394951,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 2:01,76375.327,,minutes
BTCUSDT,binance,2022/2/17 2:00,76361.488,,minutes
BTCUSD_PERP,binance,2022/2/17 2:00,8394954,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:59,8394799,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:59,76348.61,,minutes
BTCUSDT,binance,2022/2/17 1:58,76344.252,,minutes
BTCUSD_PERP,binance,2022/2/17 1:58,8399129,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:57,8399183,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:57,76330.599,,minutes
BTCUSDT,binance,2022/2/17 1:56,76326.892,,minutes
BTCUSD_PERP,binance,2022/2/17 1:56,8399417,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:55,8399577,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:55,76323.413,,minutes
BTCUSDT,binance,2022/2/17 1:54,76330.761,,minutes
BTCUSD_PERP,binance,2022/2/17 1:54,8395603,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:53,8394686,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:53,76330.823,,minutes
BTCUSDT,binance,2022/2/17 1:52,76324.173,,minutes
BTCUSD_PERP,binance,2022/2/17 1:52,8394825,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:51,8394732,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:51,76322.727,,minutes
BTCUSDT,binance,2022/2/17 1:50,76319.479,,minutes
BTCUSD_PERP,binance,2022/2/17 1:50,8398069,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:49,8397842,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:49,76313.469,,minutes
BTCUSDT,binance,2022/2/17 1:48,76322.039,,minutes
BTCUSD_PERP,binance,2022/2/17 1:48,8392938,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:47,8392691,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:47,76325.241,,minutes
BTCUSDT,binance,2022/2/17 1:46,76333.22,,minutes
BTCUSD_PERP,binance,2022/2/17 1:46,8395268,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:45,8393601,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:45,76309.072,,minutes
BTCUSDT,binance,2022/2/17 1:44,76308.451,,minutes
BTCUSD_PERP,binance,2022/2/17 1:44,8393493,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:43,8393116,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:43,76302.484,,minutes
BTCUSDT,binance,2022/2/17 1:42,76388.765,,minutes
BTCUSD_PERP,binance,2022/2/17 1:42,8389059,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:41,8392711,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:41,76389.977,,minutes
BTCUSDT,binance,2022/2/17 1:40,76387.161,,minutes
BTCUSD_PERP,binance,2022/2/17 1:40,8393879,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:39,8391678,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:39,76383.524,,minutes
BTCUSDT,binance,2022/2/17 1:38,76379.807,,minutes
BTCUSD_PERP,binance,2022/2/17 1:38,8390668,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:37,8392234,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:37,76380.238,,minutes
BTCUSDT,binance,2022/2/17 1:36,76374.883,,minutes
BTCUSD_PERP,binance,2022/2/17 1:36,8392125,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:35,8389840,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:35,76360.868,,minutes
BTCUSDT,binance,2022/2/17 1:34,76341.559,,minutes
BTCUSD_PERP,binance,2022/2/17 1:34,8392235,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:33,8392376,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:33,76304.559,,minutes
BTCUSDT,binance,2022/2/17 1:32,76277.338,,minutes
BTCUSD_PERP,binance,2022/2/17 1:32,8395837,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:31,8395872,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:31,76273.365,,minutes
BTCUSDT,binance,2022/2/17 1:30,76272.84,,minutes
BTCUSD_PERP,binance,2022/2/17 1:30,8395505,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:29,8396597,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:29,76259.562,,minutes
BTCUSDT,binance,2022/2/17 1:28,76260.484,,minutes
BTCUSD_PERP,binance,2022/2/17 1:28,8397556,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:27,8395601,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:27,76269.686,,minutes
BTCUSDT,binance,2022/2/17 1:26,76272.11,,minutes
BTCUSD_PERP,binance,2022/2/17 1:26,8396199,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:25,8396617,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:25,76269.011,,minutes
BTCUSDT,binance,2022/2/17 1:24,76269.27,,minutes
BTCUSD_PERP,binance,2022/2/17 1:24,8396222,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:23,8396915,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:23,76268.363,,minutes
BTCUSDT,binance,2022/2/17 1:22,76270.109,,minutes
BTCUSD_PERP,binance,2022/2/17 1:22,8398591,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:21,8397909,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:21,76270.093,,minutes
BTCUSDT,binance,2022/2/17 1:20,76291.426,,minutes
BTCUSD_PERP,binance,2022/2/17 1:20,8396073,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:19,8393978,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:19,76278.872,,minutes
BTCUSDT,binance,2022/2/17 1:18,76266.467,,minutes
BTCUSD_PERP,binance,2022/2/17 1:18,8397193,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:17,8398596,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:17,76272.536,,minutes
BTCUSDT,binance,2022/2/17 1:16,76260.29,,minutes
BTCUSD_PERP,binance,2022/2/17 1:16,8393064,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:15,8392928,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:15,76279.719,,minutes
BTCUSDT,binance,2022/2/17 1:14,76302.032,,minutes
BTCUSD_PERP,binance,2022/2/17 1:14,8402869,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:13,8408369,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:13,76326.344,,minutes
BTCUSDT,binance,2022/2/17 1:12,76324.979,,minutes
BTCUSD_PERP,binance,2022/2/17 1:12,8409279,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:11,8409821,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:11,76290.454,,minutes
BTCUSDT,binance,2022/2/17 1:10,76399.446,,minutes
BTCUSD_PERP,binance,2022/2/17 1:10,8405803,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:09,8409048,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:09,76399.603,,minutes
BTCUSDT,binance,2022/2/17 1:08,76425.126,,minutes
BTCUSD_PERP,binance,2022/2/17 1:08,8412103,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:07,8416303,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:07,76441.467,,minutes
BTCUSDT,binance,2022/2/17 1:06,76431.694,,minutes
BTCUSD_PERP,binance,2022/2/17 1:06,8413145,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:05,8410968,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:05,76427.763,,minutes
BTCUSDT,binance,2022/2/17 1:04,76427.776,,minutes
BTCUSD_PERP,binance,2022/2/17 1:04,8411187,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:03,8411149,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:03,76420.723,,minutes
BTCUSDT,binance,2022/2/17 1:02,76431.37,,minutes
BTCUSD_PERP,binance,2022/2/17 1:02,8414020,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 1:01,8414260,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 1:01,76429.581,,minutes
BTCUSDT,binance,2022/2/17 1:00,76429.33,,minutes
BTCUSD_PERP,binance,2022/2/17 1:00,8412297,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:59,8413136,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:59,76418.735,,minutes
BTCUSDT,binance,2022/2/17 0:58,76416.307,,minutes
BTCUSD_PERP,binance,2022/2/17 0:58,8411679,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:57,8403466,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:57,76408.701,,minutes
BTCUSD_PERP,binance,2022/2/17 0:56,8399472,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:56,76468.001,,minutes
BTCUSDT,binance,2022/2/17 0:55,76476.77,,minutes
BTCUSD_PERP,binance,2022/2/17 0:55,8402097,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:54,76490.627,,minutes
BTCUSD_PERP,binance,2022/2/17 0:54,8399471,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:53,76483.378,,minutes
BTCUSD_PERP,binance,2022/2/17 0:53,8400058,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:52,8400349,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:52,76487.254,,minutes
BTCUSDT,binance,2022/2/17 0:51,76442.937,,minutes
BTCUSD_PERP,binance,2022/2/17 0:51,8399545,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:50,8396294,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:50,76471.669,,minutes
BTCUSDT,binance,2022/2/17 0:49,76456.428,,minutes
BTCUSD_PERP,binance,2022/2/17 0:49,8398556,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:48,8401496,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:48,76454.815,,minutes
BTCUSDT,binance,2022/2/17 0:47,76480.613,,minutes
BTCUSD_PERP,binance,2022/2/17 0:47,8404893,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:46,76478.926,,minutes
BTCUSD_PERP,binance,2022/2/17 0:46,8404916,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:45,8406413,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:45,76488.751,,minutes
BTCUSDT,binance,2022/2/17 0:44,76527.46,,minutes
BTCUSD_PERP,binance,2022/2/17 0:44,8406281,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:43,8408689,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:43,76514.844,,minutes
BTCUSDT,binance,2022/2/17 0:42,76502.343,,minutes
BTCUSD_PERP,binance,2022/2/17 0:42,8409176,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:41,8409892,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:41,76494.812,,minutes
BTCUSD_PERP,binance,2022/2/17 0:40,8407052,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:40,76492.336,,minutes
BTCUSD_PERP,binance,2022/2/17 0:39,8407472,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:39,76483.148,,minutes
BTCUSD_PERP,binance,2022/2/17 0:38,8407452,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:38,76478.493,,minutes
BTCUSD_PERP,binance,2022/2/17 0:37,8407815,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:37,76473.011,,minutes
BTCUSDT,binance,2022/2/17 0:36,76480.278,,minutes
BTCUSD_PERP,binance,2022/2/17 0:36,8409082,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:35,76472.456,,minutes
BTCUSD_PERP,binance,2022/2/17 0:35,8409708,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:34,8408936,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:34,76490.794,,minutes
BTCUSD_PERP,binance,2022/2/17 0:33,8410324,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:33,76509.759,,minutes
BTCUSD_PERP,binance,2022/2/17 0:32,8408534,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:32,76496.317,,minutes
BTCUSDT,binance,2022/2/17 0:31,76493.923,,minutes
BTCUSD_PERP,binance,2022/2/17 0:31,8407092,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:30,76494.977,,minutes
BTCUSD_PERP,binance,2022/2/17 0:30,8406937,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:29,8411209,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:29,76498.909,,minutes
BTCUSDT,binance,2022/2/17 0:28,76475.314,,minutes
BTCUSD_PERP,binance,2022/2/17 0:28,8408147,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:27,76466.066,,minutes
BTCUSD_PERP,binance,2022/2/17 0:27,8407652,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:26,76463.725,,minutes
BTCUSD_PERP,binance,2022/2/17 0:26,8412467,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:25,76450.117,,minutes
BTCUSD_PERP,binance,2022/2/17 0:25,8411855,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:24,8407475,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:24,76448.11,,minutes
BTCUSDT,binance,2022/2/17 0:23,76448.75,,minutes
BTCUSD_PERP,binance,2022/2/17 0:23,8407115,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:22,76460.081,,minutes
BTCUSD_PERP,binance,2022/2/17 0:22,8412831,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:21,76474.743,,minutes
BTCUSD_PERP,binance,2022/2/17 0:21,8416358,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:20,8415873,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:20,76477.786,,minutes
BTCUSD_PERP,binance,2022/2/17 0:19,8416284,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:19,76471.205,,minutes
BTCUSDT,binance,2022/2/17 0:18,76491.336,,minutes
BTCUSD_PERP,binance,2022/2/17 0:18,8417327,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:17,76477.733,,minutes
BTCUSD_PERP,binance,2022/2/17 0:17,8414016,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:16,8415522,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:16,76474.628,,minutes
BTCUSD_PERP,binance,2022/2/17 0:15,8415135,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:15,76493.881,,minutes
BTCUSDT,binance,2022/2/17 0:14,76525.292,,minutes
BTCUSD_PERP,binance,2022/2/17 0:14,8411572,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:13,8415344,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:13,76524.694,,minutes
BTCUSDT,binance,2022/2/17 0:12,76528.774,,minutes
BTCUSD_PERP,binance,2022/2/17 0:12,8416061,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:11,8416513,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:11,76507.944,,minutes
BTCUSD_PERP,binance,2022/2/17 0:10,8418807,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:10,76502.842,,minutes
BTCUSDT,binance,2022/2/17 0:09,76494.462,,minutes
BTCUSD_PERP,binance,2022/2/17 0:09,8417433,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:08,76500.024,,minutes
BTCUSD_PERP,binance,2022/2/17 0:08,8413151,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:07,8411174,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:07,76498.61,,minutes
BTCUSDT,binance,2022/2/17 0:06,76493.684,,minutes
BTCUSD_PERP,binance,2022/2/17 0:06,8413645,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:05,8415501,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:05,76501.726,,minutes
BTCUSDT,binance,2022/2/17 0:04,76570.56,,minutes
BTCUSD_PERP,binance,2022/2/17 0:04,8419147,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:03,8419074,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:03,76593.791,,minutes
BTCUSDT,binance,2022/2/17 0:02,76597.008,,minutes
BTCUSD_PERP,binance,2022/2/17 0:02,8419129,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/17 0:01,8420135,PERPETUAL,minutes
BTCUSDT,binance,2022/2/17 0:01,76643.711,,minutes
BTCUSDT,binance,2022/2/17 0:00,76669.542,,minutes
BTCUSD_PERP,binance,2022/2/17 0:00,8422914,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:59,8420726,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:59,76661.453,,minutes
BTCUSDT,binance,2022/2/16 23:58,76477.574,,minutes
BTCUSD_PERP,binance,2022/2/16 23:58,8414433,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:57,8418287,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:57,76469.363,,minutes
BTCUSDT,binance,2022/2/16 23:56,76471.115,,minutes
BTCUSD_PERP,binance,2022/2/16 23:56,8425504,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:55,8424673,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:55,76684.746,,minutes
BTCUSDT,binance,2022/2/16 23:54,76649.595,,minutes
BTCUSD_PERP,binance,2022/2/16 23:54,8421293,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:53,8423343,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:53,76647.111,,minutes
BTCUSDT,binance,2022/2/16 23:52,76886.483,,minutes
BTCUSD_PERP,binance,2022/2/16 23:52,8432564,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:51,8431495,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:51,77019.56,,minutes
BTCUSDT,binance,2022/2/16 23:50,77018.189,,minutes
BTCUSD_PERP,binance,2022/2/16 23:50,8431555,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:49,8434619,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:49,77032.04,,minutes
BTCUSDT,binance,2022/2/16 23:48,77033.384,,minutes
BTCUSD_PERP,binance,2022/2/16 23:48,8434659,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:47,8430458,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:47,77037.677,,minutes
BTCUSDT,binance,2022/2/16 23:46,77025.754,,minutes
BTCUSD_PERP,binance,2022/2/16 23:46,8431716,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:45,8429335,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:45,77010.084,,minutes
BTCUSDT,binance,2022/2/16 23:44,77005.975,,minutes
BTCUSD_PERP,binance,2022/2/16 23:44,8431151,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:43,8431471,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:43,77010.408,,minutes
BTCUSDT,binance,2022/2/16 23:42,77009.717,,minutes
BTCUSD_PERP,binance,2022/2/16 23:42,8422200,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:41,8425138,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:41,77005.21,,minutes
BTCUSDT,binance,2022/2/16 23:40,77057.764,,minutes
BTCUSD_PERP,binance,2022/2/16 23:40,8416626,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:39,8416995,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:39,77063.81,,minutes
BTCUSDT,binance,2022/2/16 23:38,77082.659,,minutes
BTCUSD_PERP,binance,2022/2/16 23:38,8416755,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:37,8419377,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:37,77086.619,,minutes
BTCUSDT,binance,2022/2/16 23:36,77093.402,,minutes
BTCUSD_PERP,binance,2022/2/16 23:36,8417779,PERPETUAL,minutes
BTCUSD_PERP,binance,2022/2/16 23:35,8416688,PERPETUAL,minutes
BTCUSDT,binance,2022/2/16 23:35,77092.266,,minutes
BTCUSDT,binance,2022/2/16 23:34,77092.994,,minutes
BTCUSD_PERP,binance,2022/2/16 23:34,8414297,PERPETUAL,minutes
